GEOID,year,renter-occupied-households,eviction-filings,eviction-filings-imp,eviction-filings-non-imp,evictions,evictions-imp,evictions-non-imp,eviction-rate,eviction-filing-rate,imputed,subbed,low-flag
46079,2014,1410,1.0,1.0,0.0,,,0.0,,0.07,0,1,0
46079,2015,1440,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46079,2016,1469,4.0,4.0,0.0,,,0.0,,0.27,0,1,0
46081,2000,3127,,,,,,,,,0,1,0
46081,2001,3191,,,,,,,,,0,1,0
46081,2002,3254,,,,,,,,,0,1,0
46081,2003,3318,,,,,,,,,0,1,0
46081,2004,3382,,,,,,,,,0,1,0
46081,2005,3446,,,,,,,,,0,1,0
46081,2006,3509,,,,,,,,,0,1,0
46081,2007,3573,,,,,,,,,0,1,0
46081,2008,3637,,,,,,,,,0,1,0
46081,2009,3700,,,,,,,,,0,1,0
46081,2010,3764,9.0,9.0,0.0,,,0.0,,0.24,0,1,0
46081,2011,3827,12.0,12.0,0.0,,,0.0,,0.31,0,1,0
46081,2012,3891,12.0,12.0,0.0,,,0.0,,0.31,0,1,0
46081,2013,3954,18.0,18.0,0.0,,,0.0,,0.46,0,1,0
46081,2014,4017,9.0,9.0,0.0,,,0.0,,0.22,0,1,0
46081,2015,4081,11.0,11.0,0.0,,,0.0,,0.27,0,1,0
46081,2016,4144,10.0,10.0,0.0,,,0.0,,0.24,0,1,0
46083,2000,1787,,,,,,,,,0,1,0
46083,2001,1969,,,,,,,,,0,1,0
46083,2002,2151,,,,,,,,,0,1,0
46083,2003,2333,,,,,,,,,0,1,0
46083,2004,2515,,,,,,,,,0,1,0
46083,2005,2697,,,,,,,,,0,1,0
46083,2006,2879,,,,,,,,,0,1,0
46083,2007,3061,,,,,,,,,0,1,0
46083,2008,3243,,,,,,,,,0,1,0
46083,2009,3425,,,,,,,,,0,1,0
46083,2010,3607,2.0,2.0,0.0,,,0.0,,0.06,0,1,0
46083,2011,3756,4.0,4.0,0.0,,,0.0,,0.11,0,1,0
46083,2012,3905,3.0,3.0,0.0,,,0.0,,0.08,0,1,0
46083,2013,4055,13.0,13.0,0.0,,,0.0,,0.32,0,1,0
46083,2014,4204,17.0,17.0,0.0,,,0.0,,0.4,0,1,0
46083,2015,4353,12.0,12.0,0.0,,,0.0,,0.28,0,1,0
46083,2016,4502,25.0,25.0,0.0,,,0.0,,0.56,0,1,0
46085,2000,429,,,,,,,,,0,1,0
46085,2001,430,,,,,,,,,0,1,0
46085,2002,431,,,,,,,,,0,1,0
46085,2003,431,,,,,,,,,0,1,0
46085,2004,432,,,,,,,,,0,1,0
46085,2005,433,,,,,,,,,0,1,0
46085,2006,434,,,,,,,,,0,1,0
46085,2007,435,,,,,,,,,0,1,0
46085,2008,435,,,,,,,,,0,1,0
46085,2009,436,,,,,,,,,0,1,0
46085,2010,437,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2011,439,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2012,442,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2013,444,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2014,446,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2015,449,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46085,2016,451,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46087,2000,464,,,,,,,,,0,1,0
46087,2001,463,,,,,,,,,0,1,0
46087,2002,462,,,,,,,,,0,1,0
46087,2003,461,,,,,,,,,0,1,0
46087,2004,460,,,,,,,,,0,1,0
46087,2005,459,,,,,,,,,0,1,0
46087,2006,457,,,,,,,,,0,1,0
46087,2007,456,,,,,,,,,0,1,0
46087,2008,455,,,,,,,,,0,1,0
46087,2009,454,,,,,,,,,0,1,0
46087,2010,453,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46087,2011,459,1.0,1.0,0.0,,,0.0,,0.22,0,1,0
46087,2012,464,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46087,2013,470,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46087,2014,476,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46087,2015,481,2.0,2.0,0.0,,,0.0,,0.42,0,1,0
46087,2016,487,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2000,207,,,,,,,,,0,1,0
46089,2001,206,,,,,,,,,0,1,0
46089,2002,204,,,,,,,,,0,1,0
46089,2003,203,,,,,,,,,0,1,0
46089,2004,201,,,,,,,,,0,1,0
46089,2005,200,,,,,,,,,0,1,0
46089,2006,198,,,,,,,,,0,1,0
46089,2007,197,,,,,,,,,0,1,0
46089,2008,195,,,,,,,,,0,1,0
46089,2009,194,,,,,,,,,0,1,0
46089,2010,192,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2011,193,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2012,194,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2013,195,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2014,196,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2015,197,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46089,2016,198,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2000,409,,,,,,,,,0,1,0
46091,2001,416,,,,,,,,,0,1,0
46091,2002,423,,,,,,,,,0,1,0
46091,2003,430,,,,,,,,,0,1,0
46091,2004,437,,,,,,,,,0,1,0
46091,2005,444,,,,,,,,,0,1,0
46091,2006,451,,,,,,,,,0,1,0
46091,2007,458,,,,,,,,,0,1,0
46091,2008,465,,,,,,,,,0,1,0
46091,2009,472,,,,,,,,,0,1,0
46091,2010,479,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2011,482,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2012,485,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2013,488,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2014,491,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2015,494,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46091,2016,497,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46093,2000,2799,,,,,,,,,0,1,0
46093,2001,2776,,,,,,,,,0,1,0
46093,2002,2752,,,,,,,,,0,1,0
46093,2003,2729,,,,,,,,,0,1,0
46093,2004,2705,,,,,,,,,0,1,0
46093,2005,2682,,,,,,,,,0,1,0
46093,2006,2658,,,,,,,,,0,1,0
46093,2007,2635,,,,,,,,,0,1,0
46093,2008,2611,,,,,,,,,0,1,0
46093,2009,2588,,,,,,,,,0,1,0
46093,2010,2564,10.0,10.0,0.0,,,0.0,,0.39,0,1,0
46093,2011,2632,12.0,12.0,0.0,,,0.0,,0.46,0,1,0
46093,2012,2699,12.0,12.0,0.0,,,0.0,,0.44,0,1,0
46093,2013,2767,7.0,7.0,0.0,,,0.0,,0.25,0,1,0
46093,2014,2835,14.0,14.0,0.0,,,0.0,,0.49,0,1,0
46093,2015,2902,12.0,12.0,0.0,,,0.0,,0.41,0,1,0
46093,2016,2970,30.0,30.0,0.0,,,0.0,,1.01,0,1,0
46095,2000,245,,,,,,,,,0,1,0
46095,2001,243,,,,,,,,,0,1,0
46095,2002,241,,,,,,,,,0,1,0
46095,2003,240,,,,,,,,,0,1,0
46095,2004,238,,,,,,,,,0,1,0
46095,2005,236,,,,,,,,,0,1,0
46095,2006,234,,,,,,,,,0,1,0
46095,2007,232,,,,,,,,,0,1,0
46095,2008,231,,,,,,,,,0,1,0
46095,2009,229,,,,,,,,,0,1,0
46095,2010,227,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2011,228,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2012,229,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2013,231,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2014,232,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2015,233,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46095,2016,234,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2000,283,,,,,,,,,0,1,0
46097,2001,278,,,,,,,,,0,1,0
46097,2002,272,,,,,,,,,0,1,0
46097,2003,267,,,,,,,,,0,1,0
46097,2004,261,,,,,,,,,0,1,0
46097,2005,256,,,,,,,,,0,1,0
46097,2006,250,,,,,,,,,0,1,0
46097,2007,245,,,,,,,,,0,1,0
46097,2008,239,,,,,,,,,0,1,0
46097,2009,234,,,,,,,,,0,1,0
46097,2010,228,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2011,229,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2012,230,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2013,232,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2014,233,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2015,234,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46097,2016,235,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46099,2000,20484,,,,,,,,,0,1,0
46099,2001,20782,,,,,,,,,0,1,0
46099,2002,21079,,,,,,,,,0,1,0
46099,2003,21377,,,,,,,,,0,1,0
46099,2004,21675,,,,,,,,,0,1,0
46099,2005,21973,,,,,,,,,0,1,0
46099,2006,22270,,,,,,,,,0,1,0
46099,2007,22568,,,,,,,,,0,1,0
46099,2008,22866,,,,,,,,,0,1,0
46099,2009,23163,,,,,,,,,0,1,0
46099,2010,23461,194.0,194.0,0.0,,,0.0,,0.83,0,1,0
46099,2011,24022,221.0,221.0,0.0,,,0.0,,0.92,0,1,0
46099,2012,24583,240.0,240.0,0.0,,,0.0,,0.98,0,1,0
46099,2013,25144,197.0,197.0,0.0,,,0.0,,0.78,0,1,0
46099,2014,25705,198.0,198.0,0.0,,,0.0,,0.77,0,1,0
46099,2015,26266,175.0,175.0,0.0,,,0.0,,0.67,0,1,0
46099,2016,26827,260.0,260.0,0.0,,,0.0,,0.97,0,1,0
46101,2000,691,,,,,,,,,0,1,0
46101,2001,687,,,,,,,,,0,1,0
46101,2002,684,,,,,,,,,0,1,0
46101,2003,680,,,,,,,,,0,1,0
46101,2004,676,,,,,,,,,0,1,0
46101,2005,673,,,,,,,,,0,1,0
46101,2006,669,,,,,,,,,0,1,0
46101,2007,665,,,,,,,,,0,1,0
46101,2008,661,,,,,,,,,0,1,0
46101,2009,658,,,,,,,,,0,1,0
46101,2010,654,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46101,2011,658,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46101,2012,662,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46101,2013,666,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46101,2014,669,2.0,2.0,0.0,,,0.0,,0.3,0,1,0
46101,2015,673,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46101,2016,677,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46103,2000,11711,,,,,,,,,0,1,0
46103,2001,11986,,,,,,,,,0,1,0
46103,2002,12261,,,,,,,,,0,1,0
46103,2003,12535,,,,,,,,,0,1,0
46103,2004,12810,,,,,,,,,0,1,0
46103,2005,13085,,,,,,,,,0,1,0
46103,2006,13360,,,,,,,,,0,1,0
46103,2007,13635,,,,,,,,,0,1,0
46103,2008,13909,,,,,,,,,0,1,0
46103,2009,14184,,,,,,,,,0,1,0
46103,2010,14459,106.0,106.0,0.0,,,0.0,,0.73,0,1,0
46103,2011,14802,226.0,226.0,0.0,,,0.0,,1.53,0,1,0
46103,2012,15145,119.0,119.0,0.0,,,0.0,,0.79,0,1,0
46103,2013,15489,138.0,138.0,0.0,,,0.0,,0.89,0,1,0
46103,2014,15832,144.0,144.0,0.0,,,0.0,,0.91,0,1,0
46103,2015,16175,146.0,146.0,0.0,,,0.0,,0.9,0,1,0
46103,2016,16518,149.0,149.0,0.0,,,0.0,,0.9,0,1,0
46105,2000,335,,,,,,,,,0,1,0
46105,2001,334,,,,,,,,,0,1,0
46105,2002,333,,,,,,,,,0,1,0
46105,2003,332,,,,,,,,,0,1,0
46105,2004,331,,,,,,,,,0,1,0
46105,2005,330,,,,,,,,,0,1,0
46105,2006,329,,,,,,,,,0,1,0
46105,2007,328,,,,,,,,,0,1,0
46105,2008,327,,,,,,,,,0,1,0
46105,2009,326,,,,,,,,,0,1,0
46105,2010,325,,,,,,,,,0,1,0
46105,2011,328,,,,,,,,,0,1,0
46105,2012,330,,,,,,,,,0,1,0
46105,2013,333,,,,,,,,,0,1,0
46105,2014,335,,,,,,,,,0,1,0
46105,2015,338,,,,,,,,,0,1,0
46105,2016,340,,,,,,,,,0,1,0
46107,2000,235,,,,,,,,,0,1,0
46107,2001,230,,,,,,,,,0,1,0
46107,2002,225,,,,,,,,,0,1,0
46107,2003,220,,,,,,,,,0,1,0
46107,2004,215,,,,,,,,,0,1,0
46107,2005,211,,,,,,,,,0,1,0
46107,2006,206,,,,,,,,,0,1,0
46107,2007,201,,,,,,,,,0,1,0
46107,2008,196,,,,,,,,,0,1,0
46107,2009,191,,,,,,,,,0,1,0
46107,2010,186,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2011,188,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2012,191,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2013,193,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2014,195,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2015,198,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46107,2016,200,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46109,2000,1139,,,,,,,,,0,1,0
46109,2001,1144,,,,,,,,,0,1,0
46109,2002,1149,,,,,,,,,0,1,0
46109,2003,1155,,,,,,,,,0,1,0
46109,2004,1160,,,,,,,,,0,1,0
46109,2005,1165,,,,,,,,,0,1,0
46109,2006,1170,,,,,,,,,0,1,0
46109,2007,1175,,,,,,,,,0,1,0
46109,2008,1181,,,,,,,,,0,1,0
46109,2009,1186,,,,,,,,,0,1,0
46109,2010,1191,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46109,2011,1200,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46109,2012,1209,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46109,2013,1218,1.0,1.0,0.0,,,0.0,,0.08,0,1,0
46109,2014,1227,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46109,2015,1236,2.0,2.0,0.0,,,0.0,,0.16,0,1,0
46109,2016,1245,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2000,230,,,,,,,,,0,1,0
46111,2001,227,,,,,,,,,0,1,0
46111,2002,225,,,,,,,,,0,1,0
46111,2003,222,,,,,,,,,0,1,0
46111,2004,220,,,,,,,,,0,1,0
46111,2005,217,,,,,,,,,0,1,0
46111,2006,214,,,,,,,,,0,1,0
46111,2007,212,,,,,,,,,0,1,0
46111,2008,209,,,,,,,,,0,1,0
46111,2009,207,,,,,,,,,0,1,0
46111,2010,204,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2011,206,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2012,208,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2013,210,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2014,212,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2015,214,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46111,2016,216,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46113,2000,1405,,,,,,,,,0,1,0
46113,2001,1408,,,,,,,,,0,1,0
46113,2002,1411,,,,,,,,,0,1,0
46113,2003,1415,,,,,,,,,0,1,0
46113,2004,1418,,,,,,,,,0,1,0
46113,2005,1421,,,,,,,,,0,1,0
46113,2006,1424,,,,,,,,,0,1,0
46113,2007,1427,,,,,,,,,0,1,0
46113,2008,1431,,,,,,,,,0,1,0
46113,2009,1434,,,,,,,,,0,1,0
46113,2010,1437,,,,,,,,,0,1,0
46113,2011,1448,,,,,,,,,0,1,0
46113,2012,1458,,,,,,,,,0,1,0
46113,2013,1469,,,,,,,,,0,1,0
46113,2014,1480,,,,,,,,,0,1,0
46113,2015,1490,,,,,,,,,0,1,0
46113,2016,1501,,,,,,,,,0,1,0
46115,2000,745,,,,,,,,,0,1,0
46115,2001,736,,,,,,,,,0,1,0
46115,2002,726,,,,,,,,,0,1,0
46115,2003,717,,,,,,,,,0,1,0
46115,2004,707,,,,,,,,,0,1,0
46115,2005,698,,,,,,,,,0,1,0
46115,2006,689,,,,,,,,,0,1,0
46115,2007,679,,,,,,,,,0,1,0
46115,2008,670,,,,,,,,,0,1,0
46115,2009,660,,,,,,,,,0,1,0
46115,2010,651,1.0,1.0,0.0,,,0.0,,0.15,0,1,0
46115,2011,657,2.0,2.0,0.0,,,0.0,,0.3,0,1,0
46115,2012,663,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46115,2013,669,2.0,2.0,0.0,,,0.0,,0.3,0,1,0
46115,2014,675,2.0,2.0,0.0,,,0.0,,0.3,0,1,0
46115,2015,681,2.0,2.0,0.0,,,0.0,,0.29,0,1,0
46115,2016,687,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2000,262,,,,,,,,,0,1,0
46117,2001,263,,,,,,,,,0,1,0
46117,2002,264,,,,,,,,,0,1,0
46117,2003,265,,,,,,,,,0,1,0
46117,2004,266,,,,,,,,,0,1,0
46117,2005,267,,,,,,,,,0,1,0
46117,2006,267,,,,,,,,,0,1,0
46117,2007,268,,,,,,,,,0,1,0
46117,2008,269,,,,,,,,,0,1,0
46117,2009,270,,,,,,,,,0,1,0
46117,2010,271,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2011,275,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2012,279,1.0,1.0,0.0,,,0.0,,0.36,0,1,0
46117,2013,283,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2014,286,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2015,290,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46117,2016,294,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46119,2000,152,,,,,,,,,0,1,0
46119,2001,150,,,,,,,,,0,1,0
46119,2002,148,,,,,,,,,0,1,0
46119,2003,146,,,,,,,,,0,1,0
46119,2004,144,,,,,,,,,0,1,0
46119,2005,143,,,,,,,,,0,1,0
46119,2006,141,,,,,,,,,0,1,0
46119,2007,139,,,,,,,,,0,1,0
46119,2008,137,,,,,,,,,0,1,0
46119,2009,135,,,,,,,,,0,1,0
46119,2010,133,,,,,,,,,0,1,0
46119,2011,134,,,,,,,,,0,1,0
46119,2012,135,,,,,,,,,0,1,0
46119,2013,136,,,,,,,,,0,1,0
46119,2014,137,,,,,,,,,0,1,0
46119,2015,138,,,,,,,,,0,1,0
46119,2016,139,,,,,,,,,0,1,0
46121,2000,1351,,,,,,,,,0,1,0
46121,2001,1368,,,,,,,,,0,1,0
46121,2002,1384,,,,,,,,,0,1,0
46121,2003,1401,,,,,,,,,0,1,0
46121,2004,1417,,,,,,,,,0,1,0
46121,2005,1434,,,,,,,,,0,1,0
46121,2006,1451,,,,,,,,,0,1,0
46121,2007,1467,,,,,,,,,0,1,0
46121,2008,1484,,,,,,,,,0,1,0
46121,2009,1500,,,,,,,,,0,1,0
46121,2010,1517,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2011,1526,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2012,1535,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2013,1545,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2014,1554,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2015,1563,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46121,2016,1572,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46123,2000,645,,,,,,,,,0,1,0
46123,2001,650,,,,,,,,,0,1,0
46123,2002,654,,,,,,,,,0,1,0
46123,2003,659,,,,,,,,,0,1,0
46123,2004,663,,,,,,,,,0,1,0
46123,2005,668,,,,,,,,,0,1,0
46123,2006,673,,,,,,,,,0,1,0
46123,2007,677,,,,,,,,,0,1,0
46123,2008,682,,,,,,,,,0,1,0
46123,2009,686,,,,,,,,,0,1,0
46123,2010,691,1.0,1.0,0.0,,,0.0,,0.14,0,1,0
46123,2011,693,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46123,2012,695,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46123,2013,698,1.0,1.0,0.0,,,0.0,,0.14,0,1,0
46123,2014,700,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46123,2015,702,1.0,1.0,0.0,,,0.0,,0.14,0,1,0
46123,2016,704,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46125,2000,790,,,,,,,,,0,1,0
46125,2001,787,,,,,,,,,0,1,0
46125,2002,784,,,,,,,,,0,1,0
46125,2003,781,,,,,,,,,0,1,0
46125,2004,778,,,,,,,,,0,1,0
46125,2005,775,,,,,,,,,0,1,0
46125,2006,772,,,,,,,,,0,1,0
46125,2007,769,,,,,,,,,0,1,0
46125,2008,766,,,,,,,,,0,1,0
46125,2009,763,,,,,,,,,0,1,0
46125,2010,760,1.0,1.0,0.0,,,0.0,,0.13,0,1,0
46125,2011,770,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46125,2012,779,2.0,2.0,0.0,,,0.0,,0.26,0,1,0
46125,2013,789,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46125,2014,799,1.0,1.0,0.0,,,0.0,,0.13,0,1,0
46125,2015,808,1.0,1.0,0.0,,,0.0,,0.12,0,1,0
46125,2016,818,2.0,2.0,0.0,,,0.0,,0.24,0,1,0
46127,2000,1262,,,,,,,,,0,1,0
46127,2001,1283,,,,,,,,,0,1,0
46127,2002,1304,,,,,,,,,0,1,0
46127,2003,1325,,,,,,,,,0,1,0
46127,2004,1346,,,,,,,,,0,1,0
46127,2005,1367,,,,,,,,,0,1,0
46127,2006,1387,,,,,,,,,0,1,0
46127,2007,1408,,,,,,,,,0,1,0
46127,2008,1429,,,,,,,,,0,1,0
46127,2009,1450,,,,,,,,,0,1,0
46127,2010,1471,2.0,2.0,0.0,,,0.0,,0.14,0,1,0
46127,2011,1493,3.0,3.0,0.0,,,0.0,,0.2,0,1,0
46127,2012,1516,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46127,2013,1538,6.0,6.0,0.0,,,0.0,,0.39,0,1,0
46127,2014,1560,2.0,2.0,0.0,,,0.0,,0.13,0,1,0
46127,2015,1583,5.0,5.0,0.0,,,0.0,,0.32,0,1,0
46127,2016,1605,10.0,10.0,0.0,,,0.0,,0.62,0,1,0
46129,2000,720,,,,,,,,,0,1,0
46129,2001,720,,,,,,,,,0,1,0
46129,2002,720,,,,,,,,,0,1,0
46129,2003,720,,,,,,,,,0,1,0
46129,2004,720,,,,,,,,,0,1,0
46129,2005,720,,,,,,,,,0,1,0
46129,2006,719,,,,,,,,,0,1,0
46129,2007,719,,,,,,,,,0,1,0
46129,2008,719,,,,,,,,,0,1,0
46129,2009,719,,,,,,,,,0,1,0
46129,2010,719,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2011,724,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2012,729,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2013,734,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2014,738,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2015,743,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46129,2016,748,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46135,2000,2527,,,,,,,,,0,1,0
46135,2001,2546,,,,,,,,,0,1,0
46135,2002,2566,,,,,,,,,0,1,0
46135,2003,2585,,,,,,,,,0,1,0
46135,2004,2604,,,,,,,,,0,1,0
46135,2005,2624,,,,,,,,,0,1,0
46135,2006,2643,,,,,,,,,0,1,0
46135,2007,2662,,,,,,,,,0,1,0
46135,2008,2681,,,,,,,,,0,1,0
46135,2009,2701,,,,,,,,,0,1,0
46135,2010,2720,6.0,6.0,0.0,,,0.0,,0.22,0,1,0
46135,2011,2750,3.0,3.0,0.0,,,0.0,,0.11,0,1,0
46135,2012,2780,4.0,4.0,0.0,,,0.0,,0.14,0,1,0
46135,2013,2810,12.0,12.0,0.0,,,0.0,,0.43,0,1,0
46135,2014,2840,7.0,7.0,0.0,,,0.0,,0.25,0,1,0
46135,2015,2870,20.0,20.0,0.0,,,0.0,,0.7,0,1,0
46135,2016,2900,15.0,15.0,0.0,,,0.0,,0.52,0,1,0
46137,2000,301,,,,,,,,,0,1,0
46137,2001,311,,,,,,,,,0,1,0
46137,2002,321,,,,,,,,,0,1,0
46137,2003,331,,,,,,,,,0,1,0
46137,2004,341,,,,,,,,,0,1,0
46137,2005,351,,,,,,,,,0,1,0
46137,2006,361,,,,,,,,,0,1,0
46137,2007,371,,,,,,,,,0,1,0
46137,2008,381,,,,,,,,,0,1,0
46137,2009,391,,,,,,,,,0,1,0
46137,2010,401,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2011,407,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2012,413,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2013,419,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2014,425,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2015,431,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
46137,2016,437,0.0,0.0,0.0,,,0.0,,0.0,0,1,0
47001,2000,8189,125.0,8.0,117.0,118.0,8.0,110.0,1.44,1.53,0,0,1
47001,2001,8308,211.0,9.0,202.0,168.0,6.0,162.0,2.02,2.54,0,0,1
47001,2002,8426,236.0,14.0,222.0,182.0,10.0,172.0,2.16,2.8,0,0,1
47001,2003,8545,207.0,12.0,195.0,168.0,10.0,158.0,1.97,2.42,0,0,1
47001,2004,8664,241.0,18.0,223.0,135.0,9.0,126.0,1.56,2.78,0,0,1
47001,2005,8783,217.0,22.0,195.0,160.0,17.0,143.0,1.82,2.47,0,0,1
47001,2006,8901,230.0,18.0,212.0,225.0,17.0,208.0,2.53,2.58,0,0,1
47001,2007,9020,249.0,14.0,235.0,241.0,14.0,227.0,2.67,2.76,0,0,1
47001,2008,9139,232.0,26.0,206.0,223.0,26.0,197.0,2.44,2.54,0,0,1
47001,2009,9258,,,,,,,,,0,0,0
47001,2010,9377,,,,,,,,,0,0,0
47001,2011,9571,,,,,,,,,0,0,0
47001,2012,9764,195.0,13.0,182.0,192.0,12.0,180.0,1.97,2.0,0,0,1
47001,2013,9958,187.0,9.0,178.0,186.0,9.0,177.0,1.87,1.88,0,0,1
47001,2014,10152,188.0,179.0,9.0,187.0,178.0,9.0,1.84,1.85,1,0,1
47001,2015,10345,186.0,184.0,2.0,56.0,55.0,1.0,0.54,1.8,1,0,1
47001,2016,10539,181.0,6.0,175.0,44.0,1.0,43.0,0.42,1.72,0,0,1
47003,2000,3679,104.0,11.0,93.0,98.0,10.0,88.0,2.66,2.83,0,0,0
47003,2001,3811,120.0,12.0,108.0,110.0,11.0,99.0,2.89,3.15,0,0,0
47003,2002,3942,111.0,9.0,102.0,109.0,9.0,100.0,2.76,2.82,0,0,0
47003,2003,4074,163.0,8.0,155.0,148.0,6.0,142.0,3.63,4.0,0,0,0
47003,2004,4206,93.0,10.0,83.0,91.0,9.0,82.0,2.16,2.21,0,0,0
47003,2005,4337,,,,,,,,,0,0,0
